user-id,isbn,book-rating
277639,0425117758,1
277639,0440218535,1
277639,0553492217,1
277639,0553586122,1
277639,0671535331,1
277641,0375406328,4
277641,0452277337,4
277711,0140058494,4
277711,0452264464,1
277711,3499100045,5
277901,0330484338,4
277901,0446672211,4
277901,0679427430,4
277928,0060173289,1
277928,0375400117,1
277928,0679731148,1
277928,1573220310,5
277937,0060934417,5
277937,0684848406,3
278019,0671002384,5
278019,0671002406,5
278019,0671004247,5
278019,0671006754,5
278026,0061009059,4
278026,0380731851,3
278026,0399142649,4
278026,0425153975,1
278026,0671001795,4
278026,0743206045,4
278026,1551669609,1
278137,0061013145,1
278137,0425189082,5
278137,0671003755,1
278137,0671701231,1
278137,0671786040,1
278137,0671888587,1
278137,1558744150,5
278137,1576739562,5
278137,1892086034,1
278144,0385490445,1
278144,039914739X,1
278144,0446525804,1
278144,0446605239,1
278144,0446672211,1
278144,0553106333,1
278144,0679450432,1
278144,0679450440,1
278144,0743206045,1
278144,087131763X,1
278188,0345439104,1
278188,0425182142,1
278188,0449134482,1
278188,0515130648,1
278188,0553278746,1
278188,0590435108,1
278188,0590437216,4
278218,0061050261,1
278218,0349101779,5
278255,0061093327,1
278255,1878424319,1
278356,0312965338,4
278356,0671016768,4
278356,067165764X,1
278843,0060173289,5
278843,0373262094,1
278843,0394715047,1
278843,0399146431,5
278843,0553274503,4
278843,0812927362,1
278843,0899971148,1
278843,1566195942,1
278843,1573221775,1
278851,0789721260,3
278851,0894803700,3
67,0345260317,1
67,042511774X,1
85,0340767936,3
85,0743403843,1
92,8445071408,4
92,8445071777,5
99,0312252617,4
99,0316748641,4
99,0316973742,1
99,0553347594,5
99,067976397X,1
99,0684822733,1
114,0312953453,4
114,0446608653,5
114,0553584383,5
176,0330484516,1
176,0393020371,1
176,1900850303,2
178,0345425294,1
178,0553583468,1
183,8420639133,1
183,8476409419,4
237,0785263292,1
237,0830714014,1
242,0553278223,5
242,3150000335,5
242,3257203659,5
242,3257207522,5
242,3257208669,5
242,3257210450,5
242,3257212054,5
242,3257214154,5
242,3257233051,5
242,342311360X,5
242,3423116714,1
242,3492045642,4
242,3498020862,4
242,3499110695,4
242,3499151502,5
242,3548254268,5
242,3596292646,4
254,0060013117,1
254,0060199563,1
254,0061040967,1
254,0061050474,1
254,0061052515,1
254,0061052523,1
254,0140620664,1
254,0142001740,5
254,0312156960,1
254,0316776963,1
254,034543191X,1
254,0373218400,1
254,0373836023,4
254,0380730448,4
254,0380789035,5
254,0380973839,5
254,0399146431,5
254,0441003257,1
254,0446605239,1
254,0451167317,4
254,0451526279,1
254,0451526341,4
254,0452277337,1
254,051513287X,1
254,0553273604,1
254,0671021001,4
254,0679735909,1
254,0679751343,1
254,0743245024,1
254,0749748028,1
254,1401201172,1
254,156971620X,5
272,0345391691,1
272,0520011171,4
272,0553278746,1
272,0670856045,4
272,0872200760,4
384,0451154916,1
384,0785815147,1
384,0875421288,1
384,1567184294,1
384,156718796X,1
384,1862047626,1
387,0198320264,1
387,0373196989,3
387,0373245580,1
388,0060173289,1
388,0060973897,4
388,0140104682,3
388,039456894X,4
388,0449002632,4
388,0449213773,5
388,0679427430,1
388,0679725393,5
388,0802114369,4
388,0803233019,1
388,0940322978,2
388,1573225126,3
388,1579651658,4
388,1878424319,4
408,0345297709,1
408,0345335465,1
408,0345416848,1
408,0385333404,1
408,074345829X,1
408,0801491827,3
424,014023828X,1
424,0375414746,3
424,0385503857,1
424,0425156842,4
424,0440226104,1
424,0452277337,4
424,0553802488,1
424,0671021001,3
424,0767903579,1
424,0805063897,4
433,0020199090,1
433,0385495145,4
433,0842329129,3
440,0393321576,4
440,0743424425,5
440,0786868015,4
444,0380617625,1
444,0380732335,1
444,0385337132,4
444,0445402040,1
444,0871138646,4
486,0375403582,1
486,0451202341,4
486,0743418190,4
500,0849943450,5
500,084994371X,4
503,0060987103,1
503,0312976275,1
503,068484267X,5
505,006017143X,5
505,0308102282,1
505,0345313860,4
505,0385306032,4
505,038549825X,4
505,067170124X,1
505,0679401377,4
505,0805056491,5
505,1562827049,4
565,0061042943,4
565,0425179672,1
595,0060083298,5
595,0446610399,5
595,0446672211,5
595,0807070718,4
625,2070334368,4
625,2070362388,1
625,2070384349,5
625,2070417743,5
625,207053880X,5
625,2253005274,1
625,2266033689,5
625,2266084372,4
625,229000510X,1
638,0060191929,5
638,0316693006,5
638,0316776963,5
638,0345339711,5
638,0345452550,1
638,0385500769,5
638,0394574745,4
638,0399147012,1
638,039914739X,1
638,0399148582,5
638,0425184129,5
638,0446525502,5
638,0446531332,5
638,0451197275,1
638,0525943862,4
638,052594463X,5
638,0525944834,1
638,0609605925,4
638,0609606727,4
638,0671042556,5
638,0679442790,5
638,0679450440,1
638,0679603352,5
638,0684864320,1
638,0684867818,1
638,0684868911,1
638,0684874318,5
638,0688180639,5
638,0743206045,1
638,0743406176,5
638,0842336214,4
638,1558747028,5
638,1570717257,5
643,0007100221,4
643,0140253580,1
643,0140622063,4
643,0198604025,4
643,0349101779,1
643,0671894455,4
643,1405200677,4
643,1841952931,4
643,1842040154,1
643,185479549X,4
643,1858813093,4
643,2020315491,4
643,2253043974,4
643,2253063339,5
643,2264009306,1
651,0307215342,3
651,0312906552,1
651,0316776963,1
651,0345370740,4
651,0380788497,4
651,0440117291,1
651,0451450256,1
651,0553574159,3
651,0553574167,3
651,0553579681,1
651,0786886463,4
651,0786889160,4
651,0889740828,1
651,1555835953,1
651,156341029X,4
651,1563899388,3
651,1886383421,2
711,185424597X,1
711,2080105434,1
712,0345346971,1
712,3257201761,3
712,3404121686,1
726,0373250339,3
726,0380820447,5
730,0380538504,3
730,0385479689,1
735,0380759497,1
735,0440120470,3
735,0440130913,1
735,0440222818,4
735,0451188209,1
741,0130139165,4
741,0198320264,5
741,0312971346,1
741,0345384350,1
741,0373123108,1
741,0373123485,1
741,0373196741,2
741,0380752115,1
741,0380817144,1
741,0399143165,1
741,0425166619,1
741,0450029956,5
741,0451524489,5
741,0515118656,1
741,0553256785,4
741,0553561618,1
741,0553581279,1
741,0590514776,3
741,061312975X,1
741,0892967994,1
741,1551668785,1
744,0425113892,4
744,042512892X,4
776,0060529709,4
776,0375704027,4
805,014016930X,5
805,0312420145,1
805,0375401318,1
805,0393961192,1
805,0553273604,1
805,0671003755,4
805,0805019367,1
805,0877733759,5
809,1590520653,1
809,1590521994,1
843,006019491X,4
843,0312254164,1
843,0449005615,1
853,0345358791,3
853,0345375211,5
853,034537522X,1
853,034545829X,5
853,0380789035,1
853,0446677574,4
882,0060171510,1
882,0060915544,1
882,0373218400,3
882,0375707972,1
882,0380018179,5
882,0425179672,5
882,0446605239,1
882,0446610399,1
882,0553205587,5
882,0553258001,1
882,0553278223,1
882,067101420X,2
882,0671708635,1
882,0684825821,1
882,0786000988,1
900,0373057296,3
900,0441001335,3
900,0553572490,3
900,0553576976,3
901,0140431268,4
901,014044503X,4
901,0349101779,1
901,0349103232,1
901,0486265862,1
901,0551030682,4
901,0551031123,1
901,0551032510,5
901,0571200389,1
901,0851707777,5
914,3407780028,1
914,3608919724,1
915,0385498721,1
915,0385720920,1
929,0029087104,4
929,0345290240,1
929,0345297687,1
929,0345331605,4
929,0375724575,1
929,0440224624,3
929,044100962X,2
929,0445202718,1
929,0451169530,3
929,0553052845,1
929,0894803700,4
989,039914739X,1
989,0871137631,1
989,1569471800,1
1009,0451181468,5
1009,0671028375,5
1025,000636988X,5
1025,0330262130,1
1025,0330306839,4
1025,0345361792,1
1025,0394404289,5
1025,041619513X,1
1025,0552999512,4
1025,0575073004,4
1025,0575073314,4
1025,068484267X,5
1025,0708881297,1
1025,0756401453,1
1025,0963270702,1
1063,0345387007,3
1063,0385293542,1
1063,0895773538,5
1075,0142001740,5
1075,0670032425,1
1075,0892967048,4
1075,1400034779,3
1113,0671021001,1
1113,0718001044,3
1116,031298250X,2
1116,0425185710,3
1129,0312303033,1
1129,0553377876,2
1129,0671318314,4
1129,1400034779,1
1129,1400062888,2
1131,0060932759,1
1131,0060934417,4
1131,0380725398,1
1131,0385490445,1
1131,0440214424,4
1131,0440224624,1
1131,0446672211,4
1131,0449149676,4
1131,0449907481,1
1131,0451191153,1
1131,0451202341,1
1131,0451526295,1
1131,0553213504,1
1131,0679761837,4
1131,0821758950,1
1155,006101253X,4
1155,0373711026,1
1155,0373711107,1
1155,0373711115,1
1155,0373711131,1
1155,0440217806,4
1155,0671000381,4
1155,0671701053,3
1167,0060929596,5
1167,0060987103,1
1167,0142004030,1
1167,0345436911,1
1167,0375704558,1
1167,038533656X,3
1167,0440217520,3
1167,0670030643,1
1167,0743230213,4
1167,0802135196,5
1169,0374516901,1
1169,0375707425,3
1184,0061056103,1
1184,0425157539,1
1184,0553585118,2
1184,0553585681,1
1184,0671042262,1
1192,0373152655,3
1192,037348397X,1
1192,0380803526,1
1192,1854877178,1
1211,2070360024,4
1211,2207245810,5
1211,2253005274,4
1211,2253170453,1
1254,0743201736,1
1254,0764504509,1
1254,0767912233,1
1254,0971453209,1
1254,0971453217,4
1297,0060192119,4
1297,0140140352,1
1297,0679731148,4
1297,0805420460,1
1331,0140283382,1
1331,0312423209,1
1348,0312965338,1
1348,0451191153,1
1348,0553259830,1
1368,0060514949,4
1368,0066210151,4
1368,0425188361,4
1372,0671744003,1
1372,3442730066,5
1399,0316089745,5
1399,0743249887,1
1412,0385486804,5
1412,0385494785,5
1412,1555973981,1
1435,0060915544,5
1435,0312168144,1
1435,0312964854,1
1435,0312982194,1
1435,0345338545,1
1435,0375400117,1
1435,0385240406,1
1435,038548951X,1
1435,0425182908,1
1435,044023722X,1
1435,0446672211,4
1435,0451176812,1
1435,0451181468,1
1435,0451200993,1
1435,0451528182,1
1435,0671042262,1
1435,0679751343,4
1435,0684193957,1
1435,068484267X,4
1435,0684848783,3
1435,0743222008,1
1435,0743437810,1
1435,1573221775,2
1485,0006550789,1
1485,0028626958,1
1485,0130219193,1
1485,0130305065,1
1485,0140272941,1
1485,0273649949,1
1485,0380706725,4
1485,0767904281,3
1485,1884822738,1
1548,0060394447,1
1548,006093395X,3
1548,0061073091,1
1548,0345425707,4
1548,037541181X,4
1548,0670894494,1
1558,006105660X,5
1558,0425167720,4
1558,0609610597,5
1585,0345413903,4
1585,0446604658,3
1585,0446611611,3
1585,0451178033,3
1585,0553282476,4
1585,0553299506,4
1596,0385511612,3
1596,0399148620,1
1596,0553582143,1
1596,0679426159,3
1596,0743202961,1
1596,0786866462,1
1608,0425167720,1
1608,044023722X,1
1608,0515095826,4
1608,0515111279,4
1608,0671555235,1
1674,0060187271,5
1674,0060901012,1
1674,0060930071,1
1674,0131554255,4
1674,014029645X,1
1674,0312278675,1
1674,0312314256,5
1674,0345386256,1
1674,0375704000,1
1674,038548951X,5
1674,0385497288,5
1674,0393312801,5
1674,0445202718,1
1674,0446525804,1
1674,055326396X,1
1674,0553348981,1
1674,0679725164,3
1674,0743230213,1
1674,0805012478,1
1674,0812505166,5
1674,0965624773,1
1674,1593080743,1
1688,0091880955,1
1688,0380791382,1
1688,0515122491,3
1688,051512902X,3
1705,0140254544,1
1705,0140257934,1
1705,0140265686,1
1706,0393038440,2
1706,0446606723,4
1706,0737020121,4
1725,8420441732,1
1725,844062719X,5
1725,844507119X,5
1733,0061095869,4
1733,0312971346,1
1733,0373218400,5
1733,0373240228,5
1733,0373242328,3
1733,0373258674,1
1733,0373273193,4
1733,0373510225,1
1733,0373691157,1
1733,0373708351,5
1733,0373835426,4
1733,0380018179,1
1733,0449210197,1
1733,051513287X,5
1733,0671007696,5
1733,0671039830,1
1733,0789491869,1
1733,1551664348,4
1733,1551664690,1
1733,1551666200,5
1733,1551669404,3
1790,0060506679,2
1790,0803263724,4
1812,0440224764,1
1812,0671708635,4
1812,1558747028,1
1848,0061012149,1
1848,0312269587,1
1848,0312852487,5
1848,0345347536,1
1848,0345348109,5
1848,0345443683,5
1848,0375705090,5
1848,0385029551,5
1848,0441104029,1
1848,0441294677,1
1848,0441328008,1
1848,0451169530,3
1848,0451177096,1
1848,0525463313,3
1848,0553351702,1
1848,0553580302,1
1848,0671027387,1
1848,0778800229,3
1848,0812511816,5
1848,0812513754,1
1848,0871401185,4
1848,0890420254,5
1848,1929194196,5
1850,0413588106,1
1850,0702228842,1
1900,0679725164,1
1900,156836010X,1
1903,0060392452,1
1903,0060928069,4
1903,0130289221,5
1903,0140282378,1
1903,0140620281,1
1903,0140621407,1
1903,0192802542,1
1903,0201895293,1
1903,0345339711,1
1903,0345443411,1
1903,0375706410,1
1903,0380810336,5
1903,0385720920,1
1903,0465014909,1
1903,0465021433,5
1903,0486401464,1
1903,0517084732,4
1903,068815252X,2
1903,0753811464,1
1903,0767902513,1
1903,076790396X,1
1903,0811201090,1
1903,1564146731,5
1903,1565115228,5
1903,1565122798,1
1903,1572241381,1
1903,1585420611,5
1903,1592400876,1
1928,0312267819,3
1928,0345384350,1
1928,0373196903,1
1928,0373196962,1
1928,0380728125,1
1928,0425194493,1
1928,0446527289,1
1928,0451199871,1
1928,0671511424,1
2012,0061015725,1
2012,0312958455,1
2012,0340792655,1
2012,0413588106,5
2012,0451163494,1
2012,0553279912,5
2012,0553348973,3
2012,0593043995,1
2012,0671023616,4
2024,0380717972,5
2024,0415907411,4
2024,0802116825,4
2024,0807079200,5
2024,0877736510,4
2024,0896082172,4
2024,1565842103,4
2030,0062507567,5
2030,0140422226,5
2030,0394404289,5
2030,0440204321,5
2030,0525945040,5
2030,0743400720,5
2030,076071150X,1
2030,0915811898,5
2030,1561706213,5
2030,1561707236,5
2030,1577311868,5
2030,1880032627,5
2030,1882591275,3
2033,0030020786,4
2033,0156935805,1
2033,0471485527,5
2033,0553205587,1
2033,0716723980,4
2033,0765345048,5
2033,0765347539,1
2033,0786889020,1
2033,0812090381,5
2033,0867202076,1
2033,156305700X,4
2036,0452281296,4
2036,1573229326,5
2046,0373123086,3
2046,0373123515,1
2046,0373123523,1
2046,0373123531,1
2046,0373245513,1
2046,0375433465,1
2046,0671696513,1
2046,0671705997,1
2084,843396951X,4
2084,8440616368,5
2084,8440682441,3
2084,8484500020,4
2090,0061054267,1
2090,0380470845,4
2090,0380720191,1
2090,0440212723,1
2090,0553295977,1
2090,0671016768,1
2090,0671646575,3
2090,0671739778,3
2090,0679770232,3
2090,0812549295,1
2103,014029645X,5
2103,0395629497,5
2103,0451451686,5
2103,0671875965,5
2103,0679723374,3
2103,068486780X,4
2103,0743224574,1
2103,0743458036,1
2106,0312422601,3
2106,0375509283,3
2106,081297106X,3
2115,0515120618,4
2115,0553295691,1
2134,0140255087,1
2134,0385483813,4
2134,0671743228,5
2134,0684866048,5
2134,0688164307,4
2139,0743262174,4
2139,080411935X,1
2179,0007103999,1
2179,0060392452,5
2179,0345435869,1
2179,0451455789,5
2179,051513287X,1
2179,055357549X,1
2179,0804108447,1
2179,0806511605,1
2179,0875424961,1
2179,0886776155,1
2179,0915035170,5
2179,0930878132,1
2189,0141002077,3
2189,0385498802,1
2189,2253182389,4
2189,2742702458,1
2189,2877141667,2
2197,0156005778,1
2197,0312291639,5
2197,1550223968,4
2238,0062502182,1
2238,034536662X,5
2238,0553348981,5
2255,0425189082,1
2255,0452264790,4
2276,0061099155,5
2276,0345280229,1
2276,0345388674,1
2276,0345404793,5
2276,0394718224,1
2276,0425119653,4
2276,0425182908,2
2276,0440177499,1
2276,0446609404,1
2276,0451167317,1
2276,0451451279,1
2276,0515135356,1
2276,0553240307,5
2276,0553254456,1
2276,0553285653,1
2276,0553576801,4
2276,0553583468,5
2276,0553585118,5
2276,0553585681,5
2276,0671002384,1
2276,0671002406,1
2276,0671004247,1
2276,0671006754,1
2276,0671016768,4
2276,0671555235,1
2276,0671632663,1
2276,0671824171,1
2276,0671876015,5
2276,0743412753,5
2276,0743439740,1
2276,0805063897,5
2276,0812511816,1
2276,0812516001,1
2276,0812517725,4
2276,0879977981,1
2276,0880387157,1
2276,3257229534,1
2281,0061008427,2
2281,0425098648,1
2281,0886777631,1
2287,0142001805,1
2287,0375706062,3
2287,0425143341,1
2288,0020532105,1
2288,0312993560,4
2288,0345468392,1
2288,0373227787,1
2288,0373273711,1
2288,0380400480,1
2288,0425115801,5
2288,0425144569,1
2288,0440206707,4
2288,0451212193,1
2288,0671623931,2
2288,0778320227,1
2288,0812589831,1
2288,1551666685,1
2295,0060175966,1
2295,0062502182,3
2295,156836010X,1
2313,0060173289,5
2313,0312275560,3
2313,0375706771,1
2313,0385470142,5
2313,0385482388,3
2313,0399146431,3
2313,0520077806,4
2313,0553213601,1
2313,0553278223,4
2313,0679722319,1
2313,0679729259,4
2313,0767901266,1
2313,0803287100,3
2313,0820319627,4
2313,0870238566,4
2313,0879520388,4
2313,1558850481,3
2324,038079893X,1
2324,0425177696,4
2326,0380818191,1
2326,0786902604,1
2326,0812511816,1
2326,0812517725,1
2326,0880381744,1
2326,0880381752,1
2337,0142001740,4
2337,0451191153,4
2337,0671510126,4
2337,0842314296,5
2358,006109398X,1
2358,0140071083,3
2358,0345334302,1
2358,0345348176,4
2358,0345413873,1
2358,037570387X,1
2358,037570504X,1
2358,0375719350,1
2358,0445210214,1
2358,0446516538,1
2358,0446603309,1
2358,0446603783,4
2358,0553272004,4
2358,0553801309,1
2358,0671021001,1
2358,0671881930,1
2358,0671881949,1
2358,0671881957,1
2358,0671881981,1
2358,0684874318,1
2363,0399143815,1
2363,0451450787,5
2363,0451450876,5
2363,0451452380,5
2363,0451452542,5
2363,0451453689,5
2363,0451456998,5
2363,0451457374,5
2363,0671578375,3
2375,0385498721,1
2375,0451459245,1
2375,0671003755,5
2399,0345334310,4
2399,0345352238,1
2399,0671876015,5
2399,0812533666,2
2437,0061032093,5
2437,0440236266,3
2437,0515120618,1
2439,0345367421,4
2439,044012929X,1
2439,0553212761,4
2439,080215185X,5
2766,0060392452,1
2766,0060958022,4
2766,0060975849,5
2766,0142001740,1
2766,0312099436,1
2766,0316776963,1
2766,0330262130,1
2766,0385486804,1
2766,0425178102,3
2766,0446516538,3
2766,0449005615,5
2766,0553279912,4
2766,0670030643,4
2766,0671881957,1
2766,0812590244,1
2766,1565122062,1
2793,0515128554,1
2793,0671027387,1
2793,1401301061,1
2854,0316781266,1
2854,0446610399,3
2954,0060973129,4
2954,0440235502,5
2977,0060392452,1
2977,037570504X,3
2977,0449002632,4
2977,0553285343,1
2977,0670894494,3
2977,0671000381,1
2977,0671021001,5
2977,0786868619,1
2977,0805062971,1
2977,081297106X,1
3145,0345413903,1
3145,0380720191,5
3145,0425182908,4
3145,0446611611,4
3145,0553279912,1
3145,0671723650,1
3145,0671733354,1
3145,1573229326,3
3167,0061009059,1
3167,0142001805,1
3167,0345290240,1
3167,0345347536,1
3167,0345348109,1
3167,044023722X,1
3282,0451176812,5
3282,0671016873,4
3346,0345334310,1
3346,0380789035,3
3363,0060958022,1
3363,0060987103,1
3363,0140067477,1
3363,0140186484,5
3363,0312144075,1
3363,0312278586,1
3363,031227999X,1
3363,0312288115,1
3363,0373218400,1
3363,0373250339,1
3363,037570504X,1
3363,0375706771,1
3363,0375757597,1
3363,0380796090,1
3363,0380820447,1
3363,0385335407,1
3363,038533656X,1
3363,0425167720,1
3363,0446394521,1
3363,0446608653,1
3363,0446672211,5
3363,0449005615,1
3363,0449911004,1
3363,0452283825,1
3363,051513287X,1
3363,0553582933,1
3363,0671003755,1
3363,0679426159,1
3363,0684862719,1
3363,0786869054,1
3363,0786885688,1
3363,0805063897,1
3363,0842329242,1
3363,1558743316,1
3363,1558744150,1
3363,1558744606,1
3363,1558746218,1
3363,1558747028,1
3371,0312278586,1
3371,031231616X,1
3371,0373242328,1
3371,0380807866,4
3371,0451169530,5
3371,0743439740,5
3371,0802135196,4
3373,0060958022,1
3373,0312291639,4
3373,0312995423,3
3373,0345375211,1
3373,0440210291,1
3373,0446606979,1
3373,0452264464,5
3373,0671014919,3
3373,0671027387,3
3437,0060964049,5
3437,0553582143,1
3556,0345339711,1
3556,0842329129,1
3675,0375432302,1
3675,0375725849,5
3675,1841721522,1
3675,8433914545,1
3827,0345371984,5
3827,0345423402,4
3827,0345423429,1
3827,034544356X,3
3827,038533303X,5
3827,0385482388,1
3827,0385497288,5
3827,0441004326,4
3827,0441005195,4
3827,0553285653,1
3827,0765345048,5
3827,1570719586,1
3827,158005059X,5
3840,051513287X,5
3840,1551668920,1
4017,0060175966,5
4017,0060915544,4
4017,0060964049,5
4017,0142001740,1
4017,0312150601,3
4017,0312291639,1
4017,0345433491,5
4017,0345443284,5
4017,037570504X,5
4017,0375706062,1
4017,0375707972,5
4017,0380730138,5
4017,0385486804,5
4017,0399146431,1
4017,0425176053,1
4017,0446516538,4
4017,0449911004,4
4017,0452264790,3
4017,068484267X,5
4017,068484270X,5
4017,0743439740,5
4017,0786884622,5
4091,0312995423,1
4091,0671027387,4
4092,0345297709,1
4092,0345301293,4
4092,0345347536,1
4092,0345382412,1
4098,0312995423,2
4098,0553278223,1
4157,0060392452,4
4157,0515095826,1
4157,0684848783,1
4225,0451202341,3
4225,1573229326,3
4228,0375401318,1
4228,0380730138,1
4334,0060392452,3
4334,0451177096,4
4334,8845229041,1
4600,0312989202,1
4600,0345339711,5
4600,0812524853,3
4622,0020532105,1
4622,0060915544,1
4622,0743470389,1
4622,0786886463,4
4785,0062515888,4
4785,0312291639,5
4785,0385494785,1
4785,0671708635,1
4795,0060392452,4
4795,0151008116,5
4900,0316776963,4
4900,0375704027,1
4938,0345313860,5
4938,0425115801,5
4938,0425185710,1
4938,0515095826,4
4938,0684862719,4
5429,0060504110,1
5429,0060542799,1
5429,0553583573,1
5439,0060915544,1
5439,0312099045,5
5439,0312966091,1
5439,0375406182,1
5439,0380896419,1
5439,0393046338,1
5439,0446672211,1
5439,0451205561,3
5439,0486256111,5
5439,0553107380,1
5439,0553299611,1
5439,0671001795,4
5439,0671252941,1
5439,0743250109,1
5439,0778320413,1
5439,0785263535,1
5439,0805063897,5
5439,1888054557,5
5439,1892145057,5
5448,006106498X,4
5448,0743448421,4
5452,0345386744,1
5452,0451524667,1
5452,067100767X,1
5452,0671007696,3
5452,0671039830,3
5452,0671039857,3
5452,0743490398,1
5452,0965894355,1
5479,0671027387,1
5479,1558606785,3
5483,0061008761,1
5483,0373261047,1
5483,0380718332,1
5483,0380750848,1
5483,0380808072,1
5483,0380820846,1
5483,0425119653,1
5483,0425153975,1
5483,0425178579,1
5483,0446610852,1
5483,0446611808,1
5483,044915002X,1
5483,0449907953,1
5483,050552208X,1
5483,0515128554,1
5483,0553583360,1
5483,067179356X,1
5483,0743233468,1
5483,0743410505,1
5490,0448089165,3
5490,0451626079,3
5490,0696214563,4
5490,0844273252,3
5490,1892051176,3
5499,0060005556,5
5499,0060083956,4
5499,0060193883,3
5499,0060555513,5
5499,0312271786,5
5499,0312306814,5
5499,0312316690,5
5499,0312319142,5
5499,0312319517,5
5499,0345452577,5
5499,0345453417,5
5499,0345457587,5
5499,0345458915,5
5499,0380978830,4
5499,0385336209,5
5499,0385511612,5
5499,0399148655,5
5499,0399150854,5
5499,0446530689,5
5499,0525947655,5
5499,0553802496,5
5499,0553802526,5
5499,0743428684,4
5499,0892967544,5
5506,0312981260,5
5506,0449220354,3
5506,0515123293,1
5506,067104754X,1
5539,0142001740,4
5539,0156007479,1
5539,0312144075,1
5539,0312267177,1
5539,0345423402,4
5539,0345423429,4
5539,0345434943,1
5539,034544356X,3
5539,037550303X,1
5539,0385490445,5
5539,0425152367,4
5539,0449002632,1
5539,0449005615,1
5539,0452276365,3
5539,0553057707,1
5539,0553374435,1
5539,0671027387,5
5539,0671723650,1
5539,0671733354,1
5539,0786868619,1
5539,0875421849,1
5539,1567185711,3
5539,1860110886,4
5543,0140193669,1
5543,0140194916,1
5543,0140255109,4
5543,0140390537,1
5543,014042346X,1
5543,0140444173,3
5543,014044422X,1
5543,0140445145,1
5543,0140445943,1
5543,0140446109,1
5543,0140587640,1
5543,014070731X,4
5543,0155026607,4
5543,0312850247,1
5543,031285904X,1
5543,0345314875,1
5543,0345428455,1
5543,0394741838,4
5543,0399144706,1
5543,0440133017,1
5543,0451167317,1
5543,0451457250,1
5543,0671541749,1
5543,0786913886,5
5543,0880389206,5
5543,155748919X,1
5543,1560760478,5
5543,1884820298,3
5582,0140277749,5
5582,015696158X,3
5582,0312966970,5
5582,0312971346,1
5582,0312976275,5
5582,0312979851,1
5582,0345301110,4
5582,0345423402,5
5582,0380789035,5
5582,0380812029,4
5582,0425176304,5
5582,0425178579,5
5582,0440214858,4
5582,0446671339,5
5582,0451191137,5
5582,0451191153,5
5582,0451191889,3
5582,0451524195,4
5582,0451524748,2
5582,0452281423,4
5582,0553299611,5
5582,0553584782,5
5582,0671742493,5
5582,0679454470,4
5582,0679454489,4
5582,0684801558,5
5582,0684824485,4
5582,0761116230,5
5582,0805417761,2
5582,0811212475,5
5582,0821768093,1
5582,087542791X,4
5582,1558744150,3
5582,1580050158,5
5582,1580174493,5
5585,0060507845,1
5585,0312291639,1
5585,0312983271,3
5604,0323023924,1
5604,3257229534,5
5604,3257232993,1
5604,3499141639,1
5609,0345313860,5
5609,0345332997,1
